Clé,Country Code,Country Name,Region,Year,GDP (US$),Population (number),HDI,rank legatum index,score legatum,HAQ,Life expectancy,NumbeEasternr of Hospitals,Number of General hospitals,Number of Publicly owned hospitals,Number of Not-for-profit privately owned hospitals,Number of For-profit privately owned hospitals,Total hospital beds,Number of Beds in publicly owned hospitals,Number of Beds in not-for-profit privately owned hospitals,Number of Beds in for-profit privately owned hospitals,Number of Generalist medical practitioners,Number of Specialist medical practitioners,Number of Medical doctors not further defined,Number of Practising nurses,Remuneration of hospital nurses,Remuneration of specialists,Remuneration of general practitioners, Share of gross domestic product (in %) -  All financing schemes, Share of current expenditure on health (in %) -  Government/compulsory schemes, Share of gross domestic product (in %) -  Government/compulsory schemes, Share of current expenditure on health (in %) -  Household out-of-pocket payments, Share of gross domestic product (in %) -  Household out-of-pocket payments, Share of current expenditure on health (in %) - Voluntary health care payment schemes, Share of gross domestic product (in %) -   Voluntary health care payment schemes, Share of current expenditure on health (in %) -  Voluntary schemes/household out-of-pocket payments, Share of gross domestic product (in %) -  Voluntary schemes/household out-of-pocket payments,R&D expenses as PC_GDP (total GOV),R&D expenses as PC_GDP (total HES),R&D expenses as PC_GDP (total BES),R&D expenses as PC_GDP (total),Number schools,Total Fees per Year (USD) MIN,Total Fees per Year (USD) MAX
FRA2019,FRA,France,Western Europe,2019,2.73E+12,6.72E+07,0.905,NA,NA,NA,NA,3008,1883,1354,671,983,392593,241345,56385,94863,94442,118759,0,0,39776,93954,0,11.098,83.552,9.273,9.459,1.05,6.989,0.776,16.448,1.825,0.27,0.44,1.44,2.19,33,14168,34845
FRA2020,FRA,France,Western Europe,2020,2.63E+12,6.74E+07,0.898,21,76.72885511,NA,NA,2989,1868,1347,670,972,386918,237941,55625,93352,94009,120306,0,0,0,0,0,12.205,84.706,10.338,8.94,1.091,6.353,0.775,15.294,1.867,0.27,0.47,1.52,2.3,33,14168,34845
GAB2010,GAB,Gabon,Sub-Saharan Africa,2010,1.44E+10,1624146,0.664,118,47.26873305,48.4,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAB2015,GAB,Gabon,Sub-Saharan Africa,2015,1.44E+10,1947690,0.699,115,48.58811409,51.4,64.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAB2019,GAB,Gabon,Sub-Saharan Africa,2019,1.69E+10,2172578,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAB2020,GAB,Gabon,Sub-Saharan Africa,2020,1.53E+10,2225728,0.71,124,47.5718709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBR2010,GBR,United Kingdom,Western Europe,2010,2.49E+12,6.28E+07,0.912,15,78.1917421,82.7,80.352,0,0,0,0,0,183831,183831,0,0,48641,118033,0,527560,51712,172755,89465,9.952,80.446,8.006,14.346,1.428,5.208,0.518,19.554,1.946,0.16,0.44,1,1.64,32,26769,44718
GBR2015,GBR,United Kingdom,Western Europe,2015,2.96E+12,6.51E+07,0.924,10,79.72265452,84.6,81.052,1882,767,1882,0,0,169995,169995,0,0,50169,130719,0,514850,52914,173263,85403,9.755,79.742,7.779,14.878,1.451,5.38,0.525,20.258,1.976,0.11,0.42,1.09,1.65,32,26769,44718
GBR2019,GBR,United Kingdom,Western Europe,2019,2.88E+12,6.68E+07,0.935,NA,NA,NA,NA,1978,764,1978,0,0,163873,163873,0,0,51096,145367,0,547661,47112,150858,81180,9.875,79.357,7.836,15.283,1.509,5.36,0.529,20.643,2.038,0.12,0.41,1.19,1.76,32,26769,44718
GBR2020,GBR,United Kingdom,Western Europe,2020,2.76E+12,6.71E+07,0.924,13,79.97826028,NA,NA,1921,727,1921,0,0,162723,162723,0,0,52034,151873,0,567803,48645,155767,83846,11.978,82.844,9.923,12.538,1.502,4.618,0.553,17.156,2.055,NA,NA,NA,NA,32,26769,44718
GEO2010,GEO,Georgia,Eastern Europe,2010,1.22E+10,3786695,0.759,65,57.06653514,60.8,71.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEO2015,GEO,Georgia,Eastern Europe,2015,1.50E+10,3725276,0.79,58,59.96196696,62.1,72.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEO2019,GEO,Georgia,Eastern Europe,2019,1.75E+10,3720161,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEO2020,GEO,Georgia,Eastern Europe,2020,1.58E+10,3722716,0.802,55,62.03232701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA2010,GHA,Ghana,Sub-Saharan Africa,2010,3.22E+10,2.48E+07,0.574,95,52.30468538,47.3,61.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA2015,GHA,Ghana,Sub-Saharan Africa,2015,4.94E+10,2.78E+07,0.607,101,52.7710093,49.7,62.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA2019,GHA,Ghana,Sub-Saharan Africa,2019,6.83E+10,3.04E+07,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA2020,GHA,Ghana,Sub-Saharan Africa,2020,7.00E+10,3.11E+07,0.632,101,53.7316427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIN2010,GIN,Guinea,Sub-Saharan Africa,2010,6.85E+09,1.02E+07,0.415,156,38.39813783,37.6,56.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIN2015,GIN,Guinea,Sub-Saharan Africa,2015,8.79E+09,1.14E+07,0.44,150,40.23925073,38.6,59.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIN2019,GIN,Guinea,Sub-Saharan Africa,2019,1.34E+10,1.28E+07,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIN2020,GIN,Guinea,Sub-Saharan Africa,2020,1.42E+10,1.31E+07,0.466,141,44.03708457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB2010,GNB,Guinea-bissau,Sub-Saharan Africa,2010,8.50E+08,1522603,0.443,155,38.46863969,35.1,54.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB2015,GNB,Guinea-bissau,Sub-Saharan Africa,2015,1.05E+09,1737207,0.472,151,40.11211267,36.3,56.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB2019,GNB,Guinea-bissau,Sub-Saharan Africa,2019,1.44E+09,1920917,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB2020,GNB,Guinea-bissau,Sub-Saharan Africa,2020,1.43E+09,1967998,0.483,150,41.81364394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ2010,GNQ,Equatorial Guinea,Sub-Saharan Africa,2010,1.63E+10,943640,0.579,127,45.41617959,45.6,55.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ2015,GNQ,Equatorial Guinea,Sub-Saharan Africa,2015,1.32E+10,1168575,0.603,129,45.41501891,48.4,57.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ2019,GNQ,Equatorial Guinea,Sub-Saharan Africa,2019,1.14E+10,1355982,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ2020,GNQ,Equatorial Guinea,Sub-Saharan Africa,2020,1.01E+10,1402985,0.599,130,46.3462022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC2010,GRC,Greece,Western Europe,2010,2.97E+11,1.11E+07,0.869,41,65.87197196,85.2,80.542,310,187,141,6,163,49828,34288,1368,14172,3391,39552,21089,38422,35162,70918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10063,19680
GRC2015,GRC,Greece,Western Europe,2015,1.96E+11,1.08E+07,0.88,43,65.80520986,87,81.548,283,172,124,4,155,45945,29879,881,15185,4396,51596,7874,34718,22916,46444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10063,19680
GRC2019,GRC,Greece,Western Europe,2019,2.05E+11,1.07E+07,0.889,NA,NA,NA,NA,270,171,123,4,143,44817,29472,823,14522,4732,54049,7277,36251,22709,43668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10063,19680
GRC2020,GRC,Greece,Western Europe,2020,1.89E+11,1.07E+07,0.886,42,67.40823511,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,25540,44610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10063,19680
GTM2010,GTM,Guatemala,Latin America and the Caribbean,2010,4.07E+10,1.43E+07,0.605,93,52.64749142,53.2,71.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM2015,GTM,Guatemala,Latin America and the Caribbean,2015,6.22E+10,1.56E+07,0.639,95,53.9412703,55.7,73.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM2019,GTM,Guatemala,Latin America and the Caribbean,2019,7.70E+10,1.66E+07,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM2020,GTM,Guatemala,Latin America and the Caribbean,2020,7.76E+10,1.69E+07,0.635,102,53.51540619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY2010,GUY,Guyana,Latin America and the Caribbean,2010,3.43E+09,749430,0.656,92,52.7248,47,68.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY2015,GUY,Guyana,Latin America and the Caribbean,2015,4.28E+09,767433,0.684,90,54.99710158,49.8,69.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY2019,GUY,Guyana,Latin America and the Caribbean,2019,5.17E+09,782775,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY2020,GUY,Guyana,Latin America and the Caribbean,2020,5.47E+09,786559,0.721,94,55.48054573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND2010,HND,Honduras,Latin America and the Caribbean,2010,1.58E+10,8317467,0.597,104,50.33650305,51.8,73.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND2015,HND,Honduras,Latin America and the Caribbean,2015,2.10E+10,9112904,0.613,107,51.01400242,53.9,74.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND2019,HND,Honduras,Latin America and the Caribbean,2019,2.51E+10,9746115,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND2020,HND,Honduras,Latin America and the Caribbean,2020,2.38E+10,9904608,0.621,110,51.99986871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRV2010,HRV,Croatia,Eastern Europe,2010,6.04E+10,4295427,0.821,42,64.49043783,78.9,76.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRV2015,HRV,Croatia,Eastern Europe,2015,5.02E+10,4203604,0.843,45,65.56957227,81.6,77.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRV2019,HRV,Croatia,Eastern Europe,2019,6.22E+10,4065253,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRV2020,HRV,Croatia,Eastern Europe,2020,5.72E+10,4047680,0.855,43,67.04097973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTI2010,HTI,Haiti,Latin America and the Caribbean,2010,1.19E+10,9949318,0.433,150,39.44092418,35.9,60.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTI2015,HTI,Haiti,Latin America and the Caribbean,2015,1.48E+10,1.07E+07,0.529,155,39.02857768,38.5,62.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTI2019,HTI,Haiti,Latin America and the Caribbean,2019,1.48E+10,1.13E+07,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTI2020,HTI,Haiti,Latin America and the Caribbean,2020,1.45E+10,1.14E+07,0.54,155,39.8816897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN2010,HUN,Hungary,Eastern Europe,2010,1.32E+11,1.00E+07,0.828,37,67.31083725,76.1,74.488,175,149,134,29,12,71818,69552,2085,181,0,0,0,62088,10394,21206,18359,7.445,67.077,4.994,27.446,2.043,5.478,0.408,32.923,2.451,0.21,0.22,0.67,1.13,4,20539,21039
HUN2015,HUN,Hungary,Eastern Europe,2015,1.25E+11,9843028,0.838,42,65.89419474,79.6,76.006,168,0,0,0,0,68843,0,0,0,0,0,0,63673,9605,22934,20264,6.852,68.167,4.671,27.488,1.884,4.345,0.298,31.833,2.181,0.18,0.16,0.98,1.34,4,20539,21039
HUN2019,HUN,Hungary,Eastern Europe,2019,1.64E+11,9771141,0.853,NA,NA,NA,NA,163,0,0,0,0,67494,0,0,0,7302,26742,93,64722,14988,36369,26495,6.297,68.655,4.323,27.801,1.751,3.544,0.223,31.345,1.974,0.15,0.21,1.11,1.48,4,20539,21039
HUN2020,HUN,Hungary,Eastern Europe,2020,1.57E+11,9750149,0.849,46,66.37867523,NA,NA,163,0,0,0,0,65886,0,0,0,6438,24085,87,64197,18233,37679,27909,7.25,71.425,5.179,25.524,1.851,3.052,0.221,28.575,2.072,0.16,0.21,1.22,1.6,4,20539,21039
IDN2010,IDN,Indonesia,Asia-Pacific,2010,7.55E+11,2.42E+08,0.664,71,55.82827208,46.8,69.205,0,0,0,0,0,137070,0,0,0,25033,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDN2015,IDN,Indonesia,Asia-Pacific,2015,8.61E+11,2.58E+08,0.695,66,58.42351997,49.2,70.768,0,0,0,0,0,249255,0,0,0,0,47605,0,223910,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDN2019,IDN,Indonesia,Asia-Pacific,2019,1.12E+12,2.71E+08,0.716,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,59988,65874,0,578078,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDN2020,IDN,Indonesia,Asia-Pacific,2020,1.06E+12,2.74E+08,0.709,61,60.9977329,NA,NA,0,0,0,0,0,0,0,0,0,137920,32418,0,615829,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND2010,IND,India,Asia-Pacific,2010,1.68E+12,1.23E+09,0.575,110,48.9593228,41.2,66.693,0,0,0,0,0,576793,0,0,0,0,0,0,1073638,0,0,0,3.375,25.53,0.862,65.185,2.2,9.286,0.313,74.47,2.513,NA,NA,NA,NA,NA,NA,NA
IND2015,IND,India,Asia-Pacific,2015,2.10E+12,1.31E+09,0.629,111,49.91552549,44.8,68.607,0,0,0,0,0,754724,0,0,0,0,0,0,1900837,0,0,0,3.596,25.795,0.928,64.664,2.325,9.54,0.343,74.205,2.668,NA,NA,NA,NA,NA,NA,NA
IND2019,IND,India,Asia-Pacific,2019,2.83E+12,1.37E+09,0.645,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014,33.117,0.998,54.782,1.651,11.596,0.35,66.378,2.001,NA,NA,NA,NA,NA,NA,NA
IND2020,IND,India,Asia-Pacific,2020,2.67E+12,1.38E+09,0.642,103,53.37576673,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRL2010,IRL,Ireland,Western Europe,2010,2.22E+11,4560155,0.904,17,77.40889278,86,80.182,99,56,0,0,25,12434,0,0,0,12475,6346,0,0,60999,241050,200869,10.526,76.178,8.018,13.796,1.452,10.027,1.055,23.822,2.507,0.08,0.42,1.1,1.59,6,12405,33591
IRL2015,IRL,Ireland,Western Europe,2015,2.92E+11,4701957,0.925,15,78.77534596,88.4,81.344,0,0,0,0,0,13730,0,0,0,8610,6011,45,0,56182,180095,128920,7.318,72.009,5.269,13.213,0.967,14.778,1.081,27.991,2.048,0.05,0.28,0.85,1.18,6,12405,33591
IRL2019,IRL,Ireland,Western Europe,2019,3.99E+11,4934340,0.942,NA,NA,NA,NA,86,56,67,0,19,14213,0,0,0,9039,7298,29,0,57400,191966,0,6.673,74.628,4.98,11.827,0.789,13.545,0.904,25.372,1.693,0.05,0.27,0.91,1.23,6,12405,33591
IRL2020,IRL,Ireland,Western Europe,2020,4.26E+11,4985674,0.943,12,79.99615866,NA,NA,86,56,67,0,19,14412,12697,0,1715,9360,7871,0,0,65139,197465,0,7.101,78.826,5.598,10.504,0.746,10.67,0.758,21.174,1.504,0.04,0.28,0.75,1.08,6,12405,33591
IRN2010,IRN,Iran,Middle East and North Africa,2010,4.16E+11,7.29E+07,,123,46.16124873,68.9,73.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6000,29800
IRN2015,IRN,Iran,Middle East and North Africa,2015,4.60E+11,7.75E+07,,118,47.29823032,71.1,75.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6000,29800
IRN2019,IRN,Iran,Middle East and North Africa,2019,3.31E+11,8.18E+07,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6000,29800
IRN2020,IRN,Iran,Middle East and North Africa,2020,2.91E+11,8.29E+07,,121,48.15538239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,6000,29800
IRQ2010,IRQ,Iraq,Middle East and North Africa,2010,1.39E+11,2.97E+07,0.64,142,41.77101798,57.2,68.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9000,20000
IRQ2015,IRQ,Iraq,Middle East and North Africa,2015,1.67E+11,3.56E+07,0.675,136,43.95042144,60.1,69.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9000,20000
IRQ2019,IRQ,Iraq,Middle East and North Africa,2019,2.34E+11,3.93E+07,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9000,20000
IRQ2020,IRQ,Iraq,Middle East and North Africa,2020,1.84E+11,4.02E+07,0.679,137,44.57391994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9000,20000
ISL2010,ISL,Iceland,Western Europe,2010,1.38E+10,318041,0.902,11,78.82001088,92.1,81.801,9,9,9,0,0,1140,1140,0,0,182,714,246,4625,43051,101591,100511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3448,12569
ISL2015,ISL,Iceland,Western Europe,2015,1.75E+10,330815,0.945,13,78.9373784,93.6,82.481,8,8,8,0,0,1032,1032,0,0,191,725,333,5112,59541,146274,137384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3448,12569
ISL2019,ISL,Iceland,Western Europe,2019,2.49E+10,360563,0.96,NA,NA,NA,NA,8,8,8,0,0,1009,1009,0,0,215,817,372,5539,88107,186979,178111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3448,12569
ISL2020,ISL,Iceland,Western Europe,2020,2.17E+10,366463,0.957,10,80.68103795,NA,NA,8,8,8,0,0,1039,1039,0,0,0,0,0,5727,82693,177355,165153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3448,12569
ISR2010,ISR,Israel,Middle East and North Africa,2010,2.35E+11,7623600,0.894,32,68.49722582,83.7,81.463,86,46,36,24,26,24079,17125,4144,2810,9432,16359,0,35900,44660,110941,56805,6.997,62.802,4.394,23.812,1.666,12.095,0.846,35.906,2.512,NA,NA,NA,NA,4,20250,23250
ISR2015,ISR,Israel,Middle East and North Africa,2015,3.00E+11,8380100,0.909,33,69.23813108,85.5,82.34,84,44,37,24,23,25355,17797,4699,2859,9418,18213,0,40900,55112,142583,73009,7.1,63.417,4.503,22.501,1.598,12.678,0.9,35.179,2.498,NA,NA,NA,NA,4,20250,23250
ISR2019,ISR,Israel,Middle East and North Africa,2019,3.98E+11,9054000,0.921,NA,NA,NA,NA,84,45,37,26,21,26851,18370,5334,3147,10035,20450,0,45400,65840,167944,78041,7.473,64.659,4.832,21.038,1.572,12.386,0.926,33.424,2.498,NA,NA,NA,NA,4,20250,23250
ISR2020,ISR,Israel,Middle East and North Africa,2020,4.07E+11,9215100,0.917,30,72.13626634,NA,NA,84,45,37,26,21,26902,18384,5657,2861,10095,21294,0,47400,70940,172543,79053,8.32,70.83,5.893,17.14,1.426,10.867,0.904,28.008,2.33,NA,NA,NA,NA,4,20250,23250
ITA2010,ITA,Italy,Western Europe,2010,2.14E+12,5.93E+07,0.882,30,70.55035856,87.5,81.958,1230,1076,545,34,651,215980,147780,7813,60387,52944,173440,0,310005.46,40523,97141,0,8.916,78.454,6.995,20.549,1.832,0.997,0.089,21.546,1.921,0.17,0.35,0.66,1.22,29,6690,20210
